Gene,WikiPathway,BioPlanet,KEGG,Datasets,Total
CCL25,1,1,0,WB,2
CCL26,1,1,1,WBK,3
CCL28,1,1,0,WB,2
CCL7,1,1,1,WBK,3
CCR1,1,1,1,WBK,3
CCR10,1,1,0,WB,2
CCR4,1,1,1,WBK,3
CCR6,1,1,0,WB,2
CCR7,1,1,0,WB,2
CCR8,1,1,1,WBK,3
CCR9,1,1,0,WB,2
CX3CR1,1,1,0,WB,2
CXCL11,1,1,0,WB,2
CXCL12,1,1,1,WBK,3
CXCL13,1,1,0,WB,2
CXCL5,1,1,0,WB,2
CXCL9,1,1,0,WB,2
CXCR5,1,1,0,WB,2
CXCR6,1,1,1,WBK,3
DOCK2,1,1,1,WBK,3
ELMO1,1,1,1,WBK,3
FGR,1,1,1,WBK,3
GNAI3,1,1,0,WB,2
GRK1,1,1,0,WB,2
GRK2,1,0,1,WK,2
GRK4,1,1,0,WB,2
GRK5,1,1,0,WB,2
PARD3,1,1,1,WBK,3
PF4,1,1,0,WB,2
PPBP,1,1,0,WB,2
PREX1,1,1,1,WBK,3
PRKX,1,1,0,WB,2
TIAM2,1,1,0,WB,2
WAS,1,1,1,WBK,3
XCL1,1,1,0,WB,2
XCR1,1,1,0,WB,2
ACTN1,1,1,0,WB,2
ACTN4,1,1,1,WBK,3
ARHGAP35,1,1,1,WBK,3
ARHGAP5,1,1,0,WB,2
DOCK1,1,1,1,WBK,3
FLNC,1,1,0,WB,2
MYL10,1,1,0,WB,2
MYL12A,1,1,0,WB,2
MYL12B,1,1,1,WBK,3
MYL5,1,1,0,WB,2
MYL7,1,1,0,WB,2
MYL9,1,1,1,WBK,3
MYLK2,1,1,0,WB,2
MYLK4,1,0,1,WK,2
MYL11,1,1,0,WB,2
PARVA,1,1,0,WB,2
PARVB,1,1,1,WBK,3
PARVG,1,1,0,WB,2
PPP1R12A,1,1,1,WBK,3
PPP1R12B,1,0,0,W,1
PPP1R12C,1,0,0,W,1
PTK6,1,1,0,WB,2
SRMS,1,1,0,WB,2
STYK1,1,1,0,WB,2
TLN1,1,1,1,WBK,3
TLN2,1,1,0,WB,2
TNK1,1,1,0,WB,2
TNK2,1,1,0,WB,2
TXK,1,1,0,WB,2
VASP,1,1,1,WBK,3
ZYX,1,1,1,WBK,3
F10,1,1,0,WB,2
CALCA,1,1,0,WB,2
CALCRL,1,1,1,WBK,3
CNN1,1,1,0,WB,2
EDNRB,1,1,1,WBK,3
NPY1R,1,1,0,WB,2
RAMP1,1,1,0,WB,2
RIIAD1,1,0,0,W,1
CDA,1,1,1,WBK,3
CMPK1,1,1,0,WB,2
CMPK2,1,1,1,WBK,3
CTPS1,1,1,1,WBK,3
CTPS2,1,1,0,WB,2
DCK,1,1,1,WBK,3
DCTD,1,1,1,WBK,3
DCTPP1,1,0,1,WK,2
DTYMK,1,1,1,WBK,3
DUT,1,1,1,WBK,3
ENTPD1,1,1,0,WB,2
ENTPD3,1,1,0,WB,2
NME1-NME2,1,1,0,WB,2
NME2,1,1,0,WB,2
NME3,1,1,0,WB,2
NME4,1,1,0,WB,2
NME6,1,1,1,WBK,3
NME7,1,1,0,WB,2
NT5M,1,1,0,WB,2
PNPT1,1,1,1,WBK,3
POLA1,1,1,0,WB,2
POLA2,1,1,0,WB,2
POLD1,1,1,0,WB,2
POLD2,1,1,0,WB,2
POLD3,1,1,0,WB,2
POLD4,1,1,0,WB,2
POLE,1,1,0,WB,2
POLE2,1,1,0,WB,2
POLE3,1,1,0,WB,2
POLE4,1,1,0,WB,2
POLR1A,1,1,0,WB,2
POLR1B,1,1,0,WB,2
POLR1C,1,1,0,WB,2
POLR1D,1,1,0,WB,2
POLR1E,1,1,0,WB,2
POLR2B,1,1,0,WB,2
POLR2C,1,1,0,WB,2
POLR2D,1,1,0,WB,2
POLR2E,1,1,0,WB,2
POLR2G,1,1,0,WB,2
POLR2H,1,1,0,WB,2
POLR2I,1,1,0,WB,2
POLR2J,1,1,0,WB,2
POLR2J2,1,1,1,WBK,3
POLR2J3,1,1,0,WB,2
POLR2K,1,1,0,WB,2
POLR2L,1,1,0,WB,2
POLR3A,1,1,0,WB,2
POLR3B,1,1,0,WB,2
POLR3C,1,1,0,WB,2
POLR3D,1,1,0,WB,2
POLR3E,1,0,0,W,1
POLR3F,1,1,0,WB,2
POLR3G,1,1,0,WB,2
POLR3GL,1,1,0,WB,2
POLR3H,1,1,0,WB,2
POLR3K,1,1,0,WB,2
PRIM1,1,1,0,WB,2
PRIM2,1,1,0,WB,2
TK1,1,1,1,WBK,3
POLR1F,1,0,0,W,1
UCK2,1,1,0,WB,2
UCKL1,1,1,1,WBK,3
UPP1,1,1,0,WB,2
UPRT,1,1,0,WB,2
POLR1H,1,1,0,WB,2
G6PC1,0,0,1,K,1
CFTR,0,1,1,BK,2
NA,0,0,1,K,1
MLYCD,0,1,1,BK,2
CIDEA,0,0,1,K,1
SORD,0,1,1,BK,2
KHK,0,1,1,BK,2
MPI,0,1,1,BK,2
PMM1,0,1,1,BK,2
FPGT,0,1,1,BK,2
GFUS,0,0,1,K,1
GMDS,0,1,1,BK,2
GMPPB,0,1,1,BK,2
TKFC,0,0,1,K,1
FCSK,0,0,1,K,1
ENOSF1,0,0,1,K,1
GLO1,0,1,1,BK,2
HAGH,0,1,1,BK,2
ME3,0,1,1,BK,2
LDHAL6A,0,1,1,BK,2
ACOT12,0,1,1,BK,2
GRHPR,0,1,1,BK,2
ACYP1,0,1,1,BK,2
ADH1A,0,1,1,BK,2
PGAM4,0,1,1,BK,2
GALM,0,1,1,BK,2
ADPGK,0,1,1,BK,2
MINPP1,0,1,1,BK,2
GCGR,0,1,1,BK,2
SIK2,0,1,1,BK,2
NA,0,0,1,K,1
INPP5A,0,1,1,BK,2
SOCS4,0,1,1,BK,2
MKNK2,0,1,1,BK,2
NA,0,0,1,K,1
NA,0,0,1,K,1
SLC38A3,0,1,1,BK,2
SLC25A10,0,1,1,BK,2
RBKS,0,1,1,BK,2
DERA,0,1,1,BK,2
PRPS1L1,0,1,1,BK,2
IDNK,0,0,1,K,1
RGN,0,0,1,K,1
GLYCTK,0,1,1,BK,2
H6PD,0,1,1,BK,2
NA,0,0,1,K,1
OGA,0,0,1,K,1
PLCD3,0,1,1,BK,2
PLN,0,1,1,BK,2
KAT2A,0,1,1,BK,2
MED16,0,1,1,BK,2
NA,0,0,1,K,1
NA,0,0,1,K,1
PLK4,0,1,1,BK,2
TNFSF10,0,1,1,BK,2
TPTEP2-CSNK1E,0,0,1,K,1
NA,0,0,1,K,1
SETD7,0,1,1,BK,2
USP7,0,1,1,BK,2
IGH,0,0,1,K,1
MTCP1,0,0,1,K,1
MAGI1,0,0,1,K,1
LTBR,0,0,1,K,1
IFNGR1,0,1,1,BK,2
GAA,0,1,1,BK,2
LCT,0,1,1,BK,2
B4GALT1,0,1,1,BK,2
GALE,0,1,1,BK,2
SI,0,1,1,BK,2
GALK1,0,1,1,BK,2
GALT,0,1,1,BK,2
GBA3,0,1,1,BK,2
PGM2L1,0,1,1,BK,2
TREH,0,1,1,BK,2
AMY1A,0,1,1,BK,2
MGAM,0,1,1,BK,2
PDX1,0,1,1,BK,2
KCNJ11,0,1,1,BK,2
ABCC8,0,1,1,BK,2
SKIC3,0,1,1,BK,2
SKIC8,0,1,1,BK,2
DIS3,0,1,1,BK,2
SKIC2,0,1,1,BK,2
C1D,0,1,1,BK,2
EXOSC10,0,1,1,BK,2
MPHOSPH6,0,1,1,BK,2
TENT4A,0,0,1,K,1
ZCCHC7,0,1,1,BK,2
MTREX,0,0,1,K,1
CNOT2,0,1,1,BK,2
CNOT3,0,1,1,BK,2
CNOT4,0,1,1,BK,2
CNOT7,0,1,1,BK,2
DCPS,0,1,1,BK,2
DCP1B,0,1,1,BK,2
DCP2,0,1,1,BK,2
LSM1,0,1,1,BK,2
LSM2,0,1,1,BK,2
LSM3,0,1,1,BK,2
LSM5,0,1,1,BK,2
LSM6,0,1,1,BK,2
LSM7,0,1,1,BK,2
LSM8,0,1,1,BK,2
XRN1,0,1,1,BK,2
XRN2,0,1,1,BK,2
DDX6,0,1,1,BK,2
EDC3,0,1,1,BK,2
EDC4,0,1,1,BK,2
PATL1,0,1,1,BK,2
PNLDC1,0,0,1,K,1
HSPA9,0,1,1,BK,2
NA,0,0,1,K,1
PAN3,0,0,1,K,1
NUDT16,0,0,1,K,1
DIS3L,0,0,1,K,1
EXOSC1,0,1,1,BK,2
EXOSC6,0,1,1,BK,2
EXOSC8,0,1,1,BK,2
EXOSC5,0,1,1,BK,2
EXOSC3,0,1,1,BK,2
"NAGK",0,1,1,BK,2
UAP1,0,1,1,BK,2
GNE,0,1,1,BK,2
"NANS",0,1,1,BK,2
"NANP",0,1,1,BK,2
GNPDA1,0,1,1,BK,2
AMDHD2,0,1,1,BK,2
GNPNAT1,0,1,1,BK,2
RENBP,0,1,1,BK,2
HEXA,0,1,1,BK,2
CHIT1,0,1,1,BK,2
NPL,0,1,1,BK,2
CMAS,0,1,1,BK,2
CYB5R3,0,1,1,BK,2
UXS1,0,1,1,BK,2
GALK2,0,1,1,BK,2
ENTPD8,0,1,1,BK,2
ENTPD2,0,1,1,BK,2
AK6,0,0,1,K,1
ADSS1,0,0,1,K,1
NT5C1B-RDH14,0,0,1,K,1
GMPR,0,1,1,BK,2
GMPS,0,1,1,BK,2
CANT1,0,1,1,BK,2
LACC1,0,0,1,K,1
GUK1,0,1,1,BK,2
GDA,0,1,1,BK,2
HDDC3,0,0,1,K,1
PRUNE1,0,0,1,K,1
NUDT2,0,1,1,BK,2
NA,0,0,1,K,1
NUDT5,0,1,1,BK,2
FHIT,0,1,1,BK,2
NTPCR,0,0,1,K,1
AK3,0,1,1,BK,2
ALLC,0,1,1,BK,2
URAD,0,1,1,BK,2
HDDC2,0,0,1,K,1
ADK,0,1,1,BK,2
SLC37A4,0,1,1,BK,2
TAS1R2,0,1,1,BK,2
TAS1R3,0,1,1,BK,2
GNAT3,0,1,1,BK,2
H3C14,0,0,1,K,1
NOD1,0,1,1,BK,2
RIPK2,0,1,1,BK,2
ARHGEF2,0,1,1,BK,2
UBE2V1,0,1,1,BK,2
UBE2NL,0,0,1,K,1
TNIP1,0,0,1,K,1
NA,0,0,1,K,1
UBE2D4,0,1,1,BK,2
TIFA,0,0,1,K,1
RBCK1,0,1,1,BK,2
RNF31,0,0,1,K,1
SHARPIN,0,0,1,K,1
"NAIP",0,1,1,BK,2
NLRC4,0,1,1,BK,2
NLRP3,0,1,1,BK,2
GLMN,0,0,1,K,1
CGAS,0,0,1,K,1
STING1,0,0,1,K,1
IRF3,0,1,1,BK,2
RRAGB,0,1,1,BK,2
CALCOCO2,0,0,1,K,1
SEPTIN9,0,0,1,K,1
TECPR1,0,0,1,K,1
FNBP1,0,1,1,BK,2
CTTN,0,1,1,BK,2
ELMO2,0,1,1,BK,2
WASF2,0,0,1,K,1
ARPC5,0,1,1,BK,2
CYTH4,0,1,1,BK,2
CAST,0,0,1,K,1
NA,0,0,1,K,1
CAPNS1,0,1,1,BK,2
CASP4,0,1,1,BK,2
NA,0,0,1,K,1
BHLHA15,0,1,1,BK,2
FOXA3,0,1,1,BK,2
HNF4G,0,1,1,BK,2
IAPP,0,1,1,BK,2
NKX6-1,0,1,1,BK,2
NR5A2,0,1,1,BK,2
NEUROG3,0,1,1,BK,2
MNX1,0,1,1,BK,2
RFX6,0,0,1,K,1
SRR,0,1,1,BK,2
DMGDH,0,1,1,BK,2
PIPOX,0,1,1,BK,2
DAO,0,1,1,BK,2
GCAT,0,1,1,BK,2
GLDC,0,1,1,BK,2
AOC2,0,1,1,BK,2
AMT,0,1,1,BK,2
GNMT,0,1,1,BK,2
GCSH,0,0,1,K,1
PIP4K2A,0,1,1,BK,2
INPP5B,0,1,1,BK,2
IPMK,0,1,1,BK,2
INPP5J,0,1,1,BK,2
ITPKA,0,1,1,BK,2
ITPK1,0,1,1,BK,2
INPP1,0,1,1,BK,2
MTM1,0,1,1,BK,2
ISYNA1,0,1,1,BK,2
MIOX,0,1,1,BK,2
PIP5KL1,0,1,1,BK,2
IPPK,0,1,1,BK,2
ALDH6A1,0,1,1,BK,2
PIKFYVE,0,1,1,BK,2
INPP5F,0,1,1,BK,2
FIG4,0,1,1,BK,2
NA,0,0,1,K,1
BAIAP2L1,0,0,1,K,1
BAIAP2,0,1,1,BK,2
WIPF2,0,0,1,K,1
GNA13,0,1,1,BK,2
ARHGEF12,0,1,1,BK,2
SLC9A3R1,0,1,1,BK,2
NLRP4,0,0,1,K,1
RPS3,0,1,1,BK,2
ARHGEF1,0,1,1,BK,2
TIRAP,0,1,1,BK,2
ABI1,0,1,1,BK,2
NA,0,0,1,K,1
TMBIM6,0,1,1,BK,2
BRK1,0,0,1,K,1
TMED10,0,0,1,K,1
RAB1A,0,1,1,BK,2
NCF4,0,1,1,BK,2
ATP5PD,0,0,1,K,1
PDK2,0,1,1,BK,2
REN,0,0,1,K,1
CMA1,0,1,1,BK,2
AGTR1,0,1,1,BK,2
ACE,0,0,1,K,1
SCRIB,0,1,1,BK,2
TBPL2,0,1,1,BK,2
DDB1,0,0,1,K,1
VAC14,0,1,1,BK,2
RBPJL,0,1,1,BK,2
MRPS18B,0,0,1,K,1
UBR4,0,1,1,BK,2
HPN,0,1,1,BK,2
GTF2H1,0,1,1,BK,2
GTF2E1,0,1,1,BK,2
GTF2B,0,1,1,BK,2
DNAJA3,0,1,1,BK,2
GTF2A1L,0,0,1,K,1
HLA-A,0,1,1,BK,2
DDX3X,0,0,1,K,1
SP100,0,1,1,BK,2
NA,0,0,1,K,1
H4C16,0,0,1,K,1
TLR9,0,1,1,BK,2
GSDMD,0,0,1,K,1
FBXO22,0,0,1,K,1
KPNA1,0,1,1,BK,2
CSE1L,0,1,1,BK,2
WASF3,0,0,1,K,1
SNX18,0,0,1,K,1
AHNAK2,0,0,1,K,1
LY96,0,1,1,BK,2
TLR6,0,1,1,BK,2
S100A10,0,1,1,BK,2
RAB7B,0,1,1,BK,2
RILP,0,1,1,BK,2
FYCO1,0,0,1,K,1
PLEKHM2,0,0,1,K,1
ACTR1B,0,1,1,BK,2
PLEKHM1,0,0,1,K,1
STX10,0,1,1,BK,2
GCC2,0,0,1,K,1
RAB9B,0,0,1,K,1
M6PR,0,1,1,BK,2
ACBD3,0,0,1,K,1
ARL8A,0,0,1,K,1
LLGL2,0,0,1,K,1
PATJ,0,0,1,K,1
PALS1,0,0,1,K,1
NFX1,0,0,1,K,1
TERT,0,1,1,BK,2
LFNG,0,1,1,BK,2
OASL,0,1,1,BK,2
MX1,0,1,1,BK,2
BCAP31,0,0,1,K,1
NA,0,0,1,K,1
NA,0,0,1,K,1
TADA3,0,0,1,K,1
NA,0,0,1,K,1
NA,0,0,1,K,1
GRIK1,0,1,1,BK,2
KCNJ3,0,1,1,BK,2
SHANK2,0,1,1,BK,2
NA,0,0,1,K,1
NA,0,0,1,K,1
NA,0,0,1,K,1
MCEE,0,1,1,BK,2
NA,0,0,1,K,1
ACSS3,0,1,1,BK,2
MMUT,0,0,1,K,1
DBT,0,1,1,BK,2
NIT2,0,1,1,BK,2
ASRGL1,0,0,1,K,1
DDO,0,1,1,BK,2
RIMKLA,0,0,1,K,1
RIMKLB,0,0,1,K,1
ADI1,0,1,1,BK,2
APIP,0,1,1,BK,2
MRI1,0,1,1,BK,2
AMD1,0,1,1,BK,2
MAT2B,0,1,1,BK,2
AHCYL1,0,1,1,BK,2
BHMT2,0,0,1,K,1
ENOPH1,0,1,1,BK,2
CDO1,0,1,1,BK,2
AGXT2,0,1,1,BK,2
TRAK2,0,0,1,K,1
PLCL1,0,1,1,BK,2
NA,0,0,1,K,1
SLC12A5,0,1,1,BK,2
CA5B,0,1,1,BK,2
HYI,0,1,1,BK,2
HOGA1,0,0,1,K,1
HAO2,0,1,1,BK,2
PGP,0,1,1,BK,2
FLCN,0,1,1,BK,2
NA,0,0,1,K,1
GLP1R,0,1,1,BK,2
FFAR1,0,1,1,BK,2
TRPM4,0,0,1,K,1
RAPGEF4,0,1,1,BK,2
RIMS2,0,0,1,K,1
CCKAR,0,1,1,BK,2
GIP,0,1,1,BK,2
GPR119,0,1,1,BK,2
PCLO,0,1,1,BK,2
NA,0,0,1,K,1
CCK,0,1,1,BK,2
AQP9,0,1,1,BK,2
SCTR,0,1,1,BK,2
SLC22A1,0,1,1,BK,2
SLC10A2,0,1,1,BK,2
AQP8,0,1,1,BK,2
NA,0,0,1,K,1
SLC4A5,0,1,1,BK,2
NCEH1,0,0,1,K,1
SCT,0,1,1,BK,2
CYLD,0,1,1,BK,2
IL33,0,0,1,K,1
ZBP1,0,1,1,BK,2
SPATA2L,0,0,1,K,1
SMPD1,0,1,1,BK,2
H2AC1,0,0,1,K,1
AIFM1,0,1,1,BK,2
RNF103-CHMP3,0,0,1,K,1
NRP1,0,1,1,BK,2
CANX,0,1,1,BK,2
RANBP3,0,0,1,K,1
NA,0,0,1,K,1
BUB1B,0,1,1,BK,2
MAD2L1,0,1,1,BK,2
IL15,0,1,1,BK,2
IL15RA,0,1,1,BK,2
LTA,0,1,1,BK,2
TNFRSF13C,0,0,1,K,1
NA,0,0,1,K,1
NFYB,0,1,1,BK,2
RCOR1,0,1,1,BK,2
TAF4,0,1,1,BK,2
HIP1,0,1,1,BK,2
DNAL4,0,1,1,BK,2
MIRLET7A1,0,0,1,K,1
MIR15A,0,0,1,K,1
MIR107,0,0,1,K,1
MIR17,0,1,1,BK,2
MIR1-1,0,0,1,K,1
MIR221,0,0,1,K,1
MIR222,0,0,1,K,1
MIR100,0,0,1,K,1
MIR203B,0,0,1,K,1
MIR99A,0,0,1,K,1
TP63,0,1,1,BK,2
MIR143,0,0,1,K,1
MIR27A,0,0,1,K,1
MIR31,0,0,1,K,1
ST14,0,1,1,BK,2
MIR192,0,0,1,K,1
MIR194-1,0,0,1,K,1
PDCD4,0,1,1,BK,2
MIR215,0,0,1,K,1
MIR28,0,0,1,K,1
MIR30A,0,0,1,K,1
MIRLET7C,0,0,1,K,1
MIR155,0,0,1,K,1
MIR10B,0,0,1,K,1
MIR224,0,0,1,K,1
MIR602,0,0,1,K,1
MIR494,0,0,1,K,1
MIR615,0,0,1,K,1
MIR20A,0,0,1,K,1
MIR324,0,0,1,K,1
MIR625,0,0,1,K,1
MIR23C,0,0,1,K,1
MIR122,0,0,1,K,1
MIR92A1,0,0,1,K,1
MIR150,0,1,1,BK,2
MIR223,0,0,1,K,1
MIR342,0,0,1,K,1
MIR25,0,0,1,K,1
MIR96,0,0,1,K,1
HOXD10,0,0,1,K,1
MIR483,0,0,1,K,1
FOXP1,0,0,1,K,1
MIR183,0,0,1,K,1
MIR205,0,0,1,K,1
MIR423,0,0,1,K,1
MIR26A1,0,1,1,BK,2
MIR152,0,0,1,K,1
MIR137,0,0,1,K,1
MIR128-1,0,0,1,K,1
MIR7-1,0,0,1,K,1
COMMD3-BMI1,0,1,1,BK,2
MMP16,0,1,1,BK,2
RECK,0,1,1,BK,2
MIR106B,0,0,1,K,1
MIR32,0,0,1,K,1
MIR330,0,0,1,K,1
SLC45A3,0,0,1,K,1
MIR449A,0,1,1,BK,2
MIR331,0,0,1,K,1
CDCA5,0,0,1,K,1
KIF23,0,1,1,BK,2
ZFPM2,0,1,1,BK,2
MIR335,0,0,1,K,1
SOX4,0,1,1,BK,2
MIR206,0,1,1,BK,2
MIR520E,0,0,1,K,1
MIR103B1,0,0,1,K,1
RDX,0,1,1,BK,2
MIR193B,0,0,1,K,1
MIR451A,0,0,1,K,1
MIR345,0,0,1,K,1
ABCC1,0,1,1,BK,2
MIR19A,0,0,1,K,1
MDM4,0,1,1,BK,2
MIR520C,0,0,1,K,1
TFG,0,1,1,BK,2
SUFU,0,1,1,BK,2
MECOM,0,1,1,BK,2
RUNX1,0,1,1,BK,2
SPI1,0,1,1,BK,2
CKS1B,0,1,1,BK,2
GLI1,0,1,1,BK,2
HHIP,0,1,1,BK,2
DAPK1,0,1,1,BK,2
CSF2RA,0,1,1,BK,2
PTGER1,0,1,1,BK,2
KIF7,0,1,1,BK,2
TERC,0,0,1,K,1
ALK,0,0,1,K,1
NA,0,0,1,K,1
CTSG,0,1,1,BK,2
MAS1,0,1,1,BK,2
MCHR1,0,1,1,BK,2
CGA,0,1,1,BK,2
TACR3,0,1,1,BK,2
TACR2,0,1,1,BK,2
KISS1R,0,1,1,BK,2
GLRA1,0,1,1,BK,2
P2RX2,0,1,1,BK,2
PRLHR,0,1,1,BK,2
NPBWR1,0,1,1,BK,2
MLNR,0,1,1,BK,2
GPR156,0,1,1,BK,2
GIPR,0,1,1,BK,2
RXFP2,0,1,1,BK,2
TRHR,0,1,1,BK,2
PTAFR,0,1,1,BK,2
LHCGR,0,1,1,BK,2
NMUR1,0,1,1,BK,2
NPFFR2,0,1,1,BK,2
GALR1,0,1,1,BK,2
AVPR1A,0,1,1,BK,2
OPRD1,0,1,1,BK,2
NTSR2,0,1,1,BK,2
NPY4R2,0,0,1,K,1
MC1R,0,1,1,BK,2
GHSR,0,1,1,BK,2
APLNR,0,1,1,BK,2
FPR1,0,1,1,BK,2
C5AR1,0,1,1,BK,2
C3AR1,0,1,1,BK,2
TAAR9,0,1,1,BK,2
HRH3,0,1,1,BK,2
CHRNA1,0,1,1,BK,2
APLN,0,1,1,BK,2
GRP,0,1,1,BK,2
GAL,0,1,1,BK,2
KISS1,0,1,1,BK,2
MLN,0,1,1,BK,2
NA,0,0,1,K,1
NPVF,0,0,1,K,1
NPB,0,1,1,BK,2
NTS,0,1,1,BK,2
HCRT,0,1,1,BK,2
CORT,0,1,1,BK,2
TAC4,0,0,1,K,1
TAC3,0,1,1,BK,2
PRLH,0,1,1,BK,2
PMCH,0,1,1,BK,2
GNRH1,0,1,1,BK,2
INSL5,0,1,1,BK,2
ADM,0,1,1,BK,2
UCN3,0,0,1,K,1
PTH2,0,1,1,BK,2
PATE3,0,0,1,K,1
APELA,0,0,1,K,1
GPHB5,0,0,1,K,1
NPSR1,0,1,1,BK,2
QRFPR,0,1,1,BK,2
QRFP,0,1,1,BK,2
SPX,0,0,1,K,1
VGF,0,1,1,BK,2
CHRNA6,0,1,1,BK,2
GPSM1,0,0,1,K,1
RYR1,0,1,1,BK,2
ATXN1L,0,0,1,K,1
ATXN2L,0,0,1,K,1
SPTBN2,0,1,1,BK,2
ATXN3,0,0,1,K,1
TWNK,0,0,1,K,1
ATXN8OS,0,0,1,K,1
ATXN10,0,0,1,K,1
BEAN1,0,0,1,K,1
OMA1,0,0,1,K,1
OPA1,0,0,1,K,1
CIC,0,1,1,BK,2
KCND3,0,1,1,BK,2
NOP56,0,1,1,BK,2
VLDLR,0,1,1,BK,2
SLC1A6,0,1,1,BK,2
ARAP3,0,1,1,BK,2
ORAI1,0,1,1,BK,2
FXYD1,0,0,1,K,1
HCN4,0,1,1,BK,2
NA,0,0,1,K,1
RASD1,0,0,1,K,1
PINK1,0,1,1,BK,2
WDR41,0,0,1,K,1
SMCR8,0,0,1,K,1
RAB39B,0,0,1,K,1
OPTN,0,1,1,BK,2
CHMP2B,0,0,1,K,1
SPG11,0,0,1,K,1
HSPA5,0,1,1,BK,2
MFN1,0,1,1,BK,2
SIGMAR1,0,0,1,K,1
UCHL1,0,1,1,BK,2
UBA1,0,1,1,BK,2
UBE2L3,0,1,1,BK,2
SNCAIP,0,1,1,BK,2
SEPTIN5,0,0,1,K,1
GPR37,0,1,1,BK,2
VCP,0,0,1,K,1
UBE2J2,0,1,1,BK,2
ZFYVE1,0,0,1,K,1
GNA12,0,1,1,BK,2
NA,0,0,1,K,1
SPHK2,0,1,1,BK,2
FCER1A,0,0,1,K,1
AGPAT1,0,1,1,BK,2
HAT1,0,0,1,K,1
GRID2,0,1,1,BK,2
PPP1R17,0,1,1,BK,2
DRD5,0,1,1,BK,2
GNAL,0,1,1,BK,2
CALY,0,0,1,K,1
DAGLB,0,1,1,BK,2
ABHD6,0,0,1,K,1
FAAH,0,0,1,K,1
"NAPEPLD",0,0,1,K,1
NA,0,0,1,K,1
UBQLN2,0,0,1,K,1
NA,0,0,1,K,1
CHCHD10,0,0,1,K,1
GLE1,0,0,1,K,1
POM121C,0,0,1,K,1
MATR3,0,0,1,K,1
ANG,0,1,1,BK,2
ANXA7,0,0,1,K,1
ALYREF,0,0,1,K,1
SRSF3,0,0,1,K,1
NXF1,0,0,1,K,1
NXT1,0,0,1,K,1
SLC8A2,0,1,1,BK,2
CAMK1D,0,0,1,K,1
CD38,0,1,1,BK,2
PLCZ1,0,1,1,BK,2
ORAI2,0,0,1,K,1
TNNC2,0,1,1,BK,2
NA,0,0,1,K,1
CASQ1,0,0,1,K,1
TRDN,0,0,1,K,1
ASPH,0,1,1,BK,2
HRC,0,0,1,K,1
MCOLN2,0,0,1,K,1
EVL,0,1,1,BK,2
DOCK4,0,1,1,BK,2
SIPA1L1,0,0,1,K,1
SIPA1,0,1,1,BK,2
MAGI3,0,0,1,K,1
RAPGEF6,0,0,1,K,1
PRKD3,0,0,1,K,1
KRIT1,0,1,1,BK,2
FARP2,0,1,1,BK,2
SIPA1L2,0,0,1,K,1
SIPA1L3,0,0,1,K,1
FYB1,0,0,1,K,1
SKAP1,0,1,1,BK,2
RGS14,0,1,1,BK,2
NA,0,0,1,K,1
NA,0,0,1,K,1
TRPM5,0,1,1,BK,2
PKD1L3,0,0,1,K,1
CALHM1,0,0,1,K,1
TAS2R39,0,1,1,BK,2
TAS1R1,0,1,1,BK,2
P2RY4,0,1,1,BK,2
KCNK5,0,1,1,BK,2
ASIC2,0,1,1,BK,2
PKD2L1,0,0,1,K,1
P2RY1,0,1,1,BK,2
P2RX3,0,1,1,BK,2
NA,0,0,1,K,1
FCGR1A,0,1,1,BK,2
ELANE,0,1,1,BK,2
C2,0,1,1,BK,2
C1S,0,1,1,BK,2
C1R,0,1,1,BK,2
C6,0,1,1,BK,2
C7,0,1,1,BK,2
NA,0,0,1,K,1
C9,0,1,1,BK,2
TRIM21,0,1,1,BK,2
SNRPB,0,1,1,BK,2
SNRPD1,0,1,1,BK,2
SSB,0,1,1,BK,2
GPER1,0,1,1,BK,2
OPRM1,0,1,1,BK,2
EBAG9,0,0,1,K,1
NA,0,0,1,K,1
TFF1,0,0,1,K,1
FLI1,0,1,1,BK,2
ETV1,0,0,1,K,1
ETV4,0,1,1,BK,2
WT1,0,1,1,BK,2
SS18L1,0,0,1,K,1
SSX1,0,0,1,K,1
ASPSCR1,0,0,1,K,1
BAIAP3,0,0,1,K,1
TSPAN7,0,0,1,K,1
MLF1,0,0,1,K,1
NUPR1,0,0,1,K,1
TMPRSS2,0,1,1,BK,2
IL1R2,0,1,1,BK,2
SPINT1,0,0,1,K,1
CEBPE,0,1,1,BK,2
AFF1,0,0,1,K,1
LMO2,0,0,1,K,1
HOXA9,0,1,1,BK,2
HOXA10,0,0,1,K,1
KLF3,0,0,1,K,1
JMJD1C,0,1,1,BK,2
SUPT3H,0,1,1,BK,2
PROM1,0,0,1,K,1
BMP2K,0,0,1,K,1
CDK14,0,1,1,BK,2
PAX5,0,0,1,K,1
MYCN,0,1,1,BK,2
MEN1,0,1,1,BK,2
MLLT1,0,1,1,BK,2
DOT1L,0,1,1,BK,2
DEFA1,0,1,1,BK,2
GZMB,0,1,1,BK,2
DUSP6,0,1,1,BK,2
HOXA11,0,0,1,K,1
SIX1,0,0,1,K,1
SIX4,0,0,1,K,1
EYA1,0,0,1,K,1
TLX1,0,0,1,K,1
BCL11B,0,0,1,K,1
NSD2,0,0,1,K,1
TAF15,0,0,1,K,1
LDB1,0,1,1,BK,2
NA,0,0,1,K,1
TXNDC12,0,1,1,BK,2
GGCT,0,1,1,BK,2
LANCL1,0,1,1,BK,2
